date,product,daily_orders
2025-10-11,Product A,3633
2025-10-12,Product A,3313
2025-10-13,Product A,4533
2025-10-14,Product A,4494
2025-10-15,Product A,4752
2025-10-16,Product A,4517
2025-10-17,Product A,4573
2025-10-18,Product A,3484
2025-10-19,Product A,3315
2025-10-20,Product A,4378
2025-10-21,Product A,4929
2025-10-22,Product A,4618
2025-10-23,Product A,4871
2025-10-24,Product A,4212
2025-10-25,Product A,3659
2025-10-26,Product A,3173
2025-10-27,Product A,4342
2025-10-28,Product A,4504
2025-10-29,Product A,4493
2025-10-30,Product A,4501
2025-10-31,Product A,4473
2025-11-01,Product A,3269
2025-11-02,Product A,3138
2025-11-03,Product A,4970
2025-11-04,Product A,5017
2025-11-05,Product A,4670
2025-11-06,Product A,4422
2025-11-07,Product A,4393
2025-11-08,Product A,3476
2025-11-09,Product A,2988
2025-11-10,Product A,4444
2025-11-11,Product A,4246
2025-11-12,Product A,4678
2025-11-13,Product A,4574
2025-11-14,Product A,4279
2025-11-15,Product A,3655
2025-11-16,Product A,2971
2025-11-17,Product A,4194
2025-11-18,Product A,4712
2025-11-19,Product A,4856
2025-11-20,Product A,4835
2025-11-21,Product A,4313
2025-11-22,Product A,3596
2025-11-23,Product A,3182
2025-11-24,Product A,4521
2025-11-25,Product A,4904
2025-11-26,Product A,4805
2025-11-27,Product A,4144
2025-11-28,Product A,4784
2025-11-29,Product A,3682
2025-11-30,Product A,3119
2025-12-01,Product A,4697
2025-12-02,Product A,4862
2025-12-03,Product A,4764
2025-12-04,Product A,4422
2025-12-05,Product A,4353
2025-12-06,Product A,3479
2025-12-07,Product A,3448
2025-12-08,Product A,4788
2025-12-09,Product A,4715
2025-12-10,Product A,4946
2025-12-11,Product A,3950
2025-12-12,Product A,4826
2025-12-13,Product A,3223
2025-12-14,Product A,3242
2025-12-15,Product A,4462
2025-12-16,Product A,4556
2025-12-17,Product A,5110
2025-12-18,Product A,4563
2025-12-19,Product A,4711
2025-12-20,Product A,3575
2025-12-21,Product A,3432
2025-12-22,Product A,4818
2025-12-23,Product A,4630
2025-12-24,Product A,5151
2025-12-25,Product A,4630
2025-12-26,Product A,4340
2025-12-27,Product A,3564
2025-12-28,Product A,3663
2025-12-29,Product A,5087
2025-12-30,Product A,4943
2025-12-31,Product A,4903
2026-01-01,Product A,4751
2026-01-02,Product A,5284
2026-01-03,Product A,3776
2026-01-04,Product A,3541
2026-01-05,Product A,5221
2026-01-06,Product A,5181
2026-01-07,Product A,5013
2026-01-08,Product A,4868
2026-01-09,Product A,4856
2026-01-10,Product A,3765
2026-01-11,Product A,3659
2026-01-12,Product A,5070
2026-01-13,Product A,5406
2026-01-14,Product A,5152
2026-01-15,Product A,5027
2026-01-16,Product A,4468
2026-01-17,Product A,4019
2026-01-18,Product A,3658
2026-01-19,Product A,5408
2026-01-20,Product A,4543
2026-01-21,Product A,5820
2026-01-22,Product A,5065
2026-01-23,Product A,5338
2026-01-24,Product A,3711
2026-01-25,Product A,3776
2026-01-26,Product A,4972
2026-01-27,Product A,5243
2026-01-28,Product A,5883
2026-01-29,Product A,5147
2026-01-30,Product A,5209
2026-01-31,Product A,4162
2026-02-01,Product A,3825
2026-02-02,Product A,5386
2026-02-03,Product A,5613
2026-02-04,Product A,6126
2026-02-05,Product A,5277
2026-02-06,Product A,5300
2026-02-07,Product A,4275
2026-02-08,Product A,4010
2026-02-09,Product A,5766
2026-02-10,Product A,5792
2026-02-11,Product A,5249
2026-02-12,Product A,5827
2026-02-13,Product A,5035
2026-02-14,Product A,4196
2026-02-15,Product A,3721
2026-02-16,Product A,5521
2026-02-17,Product A,5804
2026-02-18,Product A,5754
2026-02-19,Product A,5595
2026-02-20,Product A,5870
2026-02-21,Product A,4299
2026-02-22,Product A,3884
2026-02-23,Product A,5902
2026-02-24,Product A,6149
2026-02-25,Product A,5402
2026-02-26,Product A,5735
2026-02-27,Product A,5712
2026-02-28,Product A,4206
2026-03-01,Product A,4269
2026-03-02,Product A,5675
2026-03-03,Product A,5930
2026-03-04,Product A,5792
2026-03-05,Product A,5656
2026-03-06,Product A,5294
2026-03-07,Product A,4020
2026-03-08,Product A,4375
2026-03-09,Product A,5554
2026-03-10,Product A,5680
2026-03-11,Product A,5286
2026-03-12,Product A,5546
2026-03-13,Product A,5301
2026-03-14,Product A,4750
2026-03-15,Product A,4312
2026-03-16,Product A,5672
2026-03-17,Product A,6734
2026-03-18,Product A,6292
2026-03-19,Product A,5705
2026-03-20,Product A,5026
2026-03-21,Product A,4951
2026-03-22,Product A,3864
2026-03-23,Product A,5452
2026-03-24,Product A,6432
2026-03-25,Product A,6803
2026-03-26,Product A,6267
2026-03-27,Product A,5968
2026-03-28,Product A,4620
2026-03-29,Product A,4372
2026-03-30,Product A,6226
2026-03-31,Product A,6264
2026-04-01,Product A,6151
2026-04-02,Product A,5895
2026-04-03,Product A,5634
2026-04-04,Product A,4461
2026-04-05,Product A,3870
2026-04-06,Product A,6016
2026-04-07,Product A,5917
2026-04-08,Product A,5825
2026-04-09,Product A,6010
2026-04-10,Product A,6306
2026-04-11,Product A,4764
2026-04-12,Product A,3921
2026-04-13,Product A,5782
2026-04-14,Product A,6556
2026-04-15,Product A,5895
2026-04-16,Product A,5921
2026-04-17,Product A,6089
2026-04-18,Product A,4356
2026-04-19,Product A,4297
2026-04-20,Product A,5702
2026-04-21,Product A,6098
2026-04-22,Product A,6323
2026-04-23,Product A,5531
2026-04-24,Product A,6076
2026-04-25,Product A,4587
2026-04-26,Product A,4405
2026-04-27,Product A,6193
2026-04-28,Product A,6731
2026-04-29,Product A,6274
2026-04-30,Product A,5890
2026-05-01,Product A,5990
2026-05-02,Product A,4721
2026-05-03,Product A,4300
2026-05-04,Product A,6141
2026-05-05,Product A,6081
2026-05-06,Product A,6028
2026-05-07,Product A,5596
2026-05-08,Product A,6471
2026-05-09,Product A,4307
2026-05-10,Product A,4137
2026-05-11,Product A,5900
2026-05-12,Product A,6574
2026-05-13,Product A,6132
2026-05-14,Product A,6380
2026-05-15,Product A,5736
2026-05-16,Product A,4644
2026-05-17,Product A,4094
2026-05-18,Product A,6755
2026-05-19,Product A,5898
2026-05-20,Product A,6296
2026-05-21,Product A,6171
2026-05-22,Product A,6033
2026-05-23,Product A,4517
2026-05-24,Product A,4225
2026-05-25,Product A,6083
2026-05-26,Product A,6192
2026-05-27,Product A,6463
2026-05-28,Product A,6604
2026-05-29,Product A,5711
2026-05-30,Product A,4220
2026-05-31,Product A,4206
2026-06-01,Product A,6806
2026-06-02,Product A,5945
2026-06-03,Product A,6622
2026-06-04,Product A,6397
2026-06-05,Product A,5668
2026-06-06,Product A,4622
2026-06-07,Product A,4530
2026-06-08,Product A,5864
2026-06-09,Product A,6077
2026-06-10,Product A,5889
2026-06-11,Product A,5550
2026-06-12,Product A,5586
2026-06-13,Product A,4178
2026-06-14,Product A,4155
2026-06-15,Product A,5688
2026-06-16,Product A,6146
2026-06-17,Product A,5534
2026-06-18,Product A,5879
2026-06-19,Product A,5948
2026-06-20,Product A,3962
2026-06-21,Product A,4177
2026-06-22,Product A,6206
2026-06-23,Product A,5640
2026-06-24,Product A,6424
2026-06-25,Product A,5832
2026-06-26,Product A,5440
2026-06-27,Product A,4333
2026-06-28,Product A,4160
2026-06-29,Product A,5792
2026-06-30,Product A,6083
2026-07-01,Product A,5580
2026-07-02,Product A,5682
2026-07-03,Product A,5168
2026-07-04,Product A,4260
2026-07-05,Product A,3809
2026-07-06,Product A,5479
2026-07-07,Product A,6198
2026-07-08,Product A,6078
2026-07-09,Product A,5720
2026-07-10,Product A,5178
2026-07-11,Product A,4152
2026-07-12,Product A,4167
2026-07-13,Product A,5640
2026-07-14,Product A,6413
2026-07-15,Product A,5784
2026-07-16,Product A,5516
2026-07-17,Product A,5307
2026-07-18,Product A,4179
2026-07-19,Product A,3836
2026-07-20,Product A,5704
2026-07-21,Product A,5923
2026-07-22,Product A,5359
2026-07-23,Product A,5015
2026-07-24,Product A,4813
2026-07-25,Product A,4185
2026-07-26,Product A,3590
2026-07-27,Product A,4832
2026-07-28,Product A,5663
2026-07-29,Product A,6166
2026-07-30,Product A,5278
2026-07-31,Product A,5426
2026-08-01,Product A,4027
2026-08-02,Product A,3715
2026-08-03,Product A,5565
2026-08-04,Product A,5379
2026-08-05,Product A,5458
2026-08-06,Product A,5270
2026-08-07,Product A,4945
2026-08-08,Product A,4135
2026-08-09,Product A,3635
2026-08-10,Product A,5028
2026-08-11,Product A,5505
2026-08-12,Product A,5053
2026-08-13,Product A,5101
2026-08-14,Product A,5023
2026-08-15,Product A,4079
2026-08-16,Product A,3688
2026-08-17,Product A,5127
2023-07-01,Product B,78
2023-07-02,Product B,80
2023-07-03,Product B,119
2023-07-04,Product B,129
2023-07-05,Product B,128
2023-07-06,Product B,135
2023-07-07,Product B,150
2023-07-08,Product B,123
2023-07-09,Product B,126
2023-07-10,Product B,196
2023-07-11,Product B,222
2023-07-12,Product B,230
2023-07-13,Product B,245
2023-07-14,Product B,255
2023-07-15,Product B,190
2023-07-16,Product B,202
2023-07-17,Product B,322
2023-07-18,Product B,336
2023-07-19,Product B,391
2023-07-20,Product B,423
2023-07-21,Product B,442
2023-07-22,Product B,340
2023-07-23,Product B,369
2023-07-24,Product B,528
2023-07-25,Product B,566
2023-07-26,Product B,588
2023-07-27,Product B,615
2023-07-28,Product B,645
2023-07-29,Product B,545
2023-07-30,Product B,540
2023-07-31,Product B,812
2023-08-01,Product B,905
2023-08-02,Product B,983
2023-08-03,Product B,992
2023-08-04,Product B,916
2023-08-05,Product B,703
2023-08-06,Product B,829
2023-08-07,Product B,1109
2023-08-08,Product B,1271
2023-08-09,Product B,1256
2023-08-10,Product B,1227
2023-08-11,Product B,1432
2023-08-12,Product B,1166
2023-08-13,Product B,1062
2023-08-14,Product B,1415
2023-08-15,Product B,1690
2023-08-16,Product B,1818
2023-08-17,Product B,1651
2023-08-18,Product B,1839
2023-08-19,Product B,1452
2023-08-20,Product B,1438
2023-08-21,Product B,2068
2023-08-22,Product B,2067
2023-08-23,Product B,2338
2023-08-24,Product B,2165
2023-08-25,Product B,2205
2023-08-26,Product B,1661
2023-08-27,Product B,1622
2023-08-28,Product B,2309
2023-08-29,Product B,2508
2023-08-30,Product B,2763
2023-08-31,Product B,2325
2023-09-01,Product B,2302
2023-09-02,Product B,2104
2023-09-03,Product B,1832
2023-09-04,Product B,2587
2023-09-05,Product B,2927
2023-09-06,Product B,2696
2023-09-07,Product B,2956
2023-09-08,Product B,2793
2023-09-09,Product B,2050
2023-09-10,Product B,2188
2023-09-11,Product B,2754
2023-09-12,Product B,3048
2023-09-13,Product B,2967
2023-09-14,Product B,3020
2023-09-15,Product B,3036
2023-09-16,Product B,2186
2023-09-17,Product B,1968
2023-09-18,Product B,2998
2023-09-19,Product B,2921
2023-09-20,Product B,3301
2023-09-21,Product B,2921
2023-09-22,Product B,2823
2023-09-23,Product B,2244
2023-09-24,Product B,1938
2023-09-25,Product B,2829
2023-09-26,Product B,3246
2023-09-27,Product B,2933
2023-09-28,Product B,2776
2023-09-29,Product B,2977
2023-09-30,Product B,2372
2023-10-01,Product B,2166
2023-10-02,Product B,3138
2023-10-03,Product B,2959
2023-10-04,Product B,2827
2023-10-05,Product B,3158
2023-10-06,Product B,2859
2023-10-07,Product B,2215
2023-10-08,Product B,2232
2023-10-09,Product B,3074
2023-10-10,Product B,3146
2023-10-11,Product B,3372
2023-10-12,Product B,2842
2023-10-13,Product B,3039
2023-10-14,Product B,2248
2023-10-15,Product B,2120
2023-10-16,Product B,3216
2023-10-17,Product B,3151
2023-10-18,Product B,3122
2023-10-19,Product B,3091
2023-10-20,Product B,2848
2023-10-21,Product B,2145
2023-10-22,Product B,1981
2023-10-23,Product B,2692
2023-10-24,Product B,3387
2023-10-25,Product B,2871
2023-10-26,Product B,2901
2023-10-27,Product B,2861
2023-10-28,Product B,2274
2023-10-29,Product B,2176
2023-10-30,Product B,3116
2023-10-31,Product B,2984
2023-11-01,Product B,3016
2023-11-02,Product B,2979
2023-11-03,Product B,2869
2023-11-04,Product B,2424
2023-11-05,Product B,2146
2023-11-06,Product B,3105
2023-11-07,Product B,3184
2023-11-08,Product B,3230
2023-11-09,Product B,2973
2023-11-10,Product B,2727
2023-11-11,Product B,2297
2023-11-12,Product B,2035
2023-11-13,Product B,2928
2023-11-14,Product B,3187
2023-11-15,Product B,3256
2023-11-16,Product B,2966
2023-11-17,Product B,2978
2023-11-18,Product B,2459
2023-11-19,Product B,2143
2023-11-20,Product B,3422
2023-11-21,Product B,3206
2023-11-22,Product B,2817
2023-11-23,Product B,3098
2023-11-24,Product B,3012
2023-11-25,Product B,2432
2023-11-26,Product B,2207
2023-11-27,Product B,3034
2023-11-28,Product B,2954
2023-11-29,Product B,3086
2023-11-30,Product B,2887
2023-12-01,Product B,2899
2023-12-02,Product B,2377
2023-12-03,Product B,2339
2023-12-04,Product B,3150
2023-12-05,Product B,2992
2023-12-06,Product B,3224
2023-12-07,Product B,3233
2023-12-08,Product B,2930
2023-12-09,Product B,2322
2023-12-10,Product B,2187
2023-12-11,Product B,3006
2023-12-12,Product B,3329
2023-12-13,Product B,3177
2023-12-14,Product B,3157
2023-12-15,Product B,2928
2023-12-16,Product B,2319
2023-12-17,Product B,2297
2023-12-18,Product B,3115
2023-12-19,Product B,3555
2023-12-20,Product B,3180
2023-12-21,Product B,3175
2023-12-22,Product B,3257
2023-12-23,Product B,2237
2023-12-24,Product B,2054
2023-12-25,Product B,2979
2023-12-26,Product B,3535
2023-12-27,Product B,3207
2023-12-28,Product B,3600
2023-12-29,Product B,3074
2023-12-30,Product B,2471
2023-12-31,Product B,2467
2024-01-01,Product B,3610
2024-01-02,Product B,3732
2024-01-03,Product B,3558
2024-01-04,Product B,3414
2024-01-05,Product B,3315
2024-01-06,Product B,2589
2024-01-07,Product B,2268
2024-01-08,Product B,3203
2024-01-09,Product B,3444
2024-01-10,Product B,3388
2024-01-11,Product B,3232
2024-01-12,Product B,3393
2024-01-13,Product B,2659
2024-01-14,Product B,2385
2024-01-15,Product B,3653
2024-01-16,Product B,3308
2024-01-17,Product B,3447
2024-01-18,Product B,3248
2024-01-19,Product B,3028
2024-01-20,Product B,2575
2024-01-21,Product B,2405
2024-01-22,Product B,3728
2024-01-23,Product B,3687
2024-01-24,Product B,3364
2024-01-25,Product B,3750
2024-01-26,Product B,3611
2024-01-27,Product B,2711
2024-01-28,Product B,2437
2024-01-29,Product B,3362
2024-01-30,Product B,3574
2024-01-31,Product B,3809
2024-02-01,Product B,3826
2024-02-02,Product B,3734
2024-02-03,Product B,2618
2024-02-04,Product B,2370
2024-02-05,Product B,3622
2024-02-06,Product B,3380
2024-02-07,Product B,3738
2024-02-08,Product B,3534
2024-02-09,Product B,3447
2024-02-10,Product B,2514
2024-02-11,Product B,2622
2024-02-12,Product B,3563
2024-02-13,Product B,3554
2024-02-14,Product B,3206
2024-02-15,Product B,3618
2024-02-16,Product B,3910
2024-02-17,Product B,3010
2024-02-18,Product B,2541
2024-02-19,Product B,3612
2024-02-20,Product B,3929
2024-02-21,Product B,3617
2024-02-22,Product B,3739
2024-02-23,Product B,3791
2024-02-24,Product B,2998
2024-02-25,Product B,2629
2024-02-26,Product B,3745
2024-02-27,Product B,3729
2024-02-28,Product B,3708
2024-02-29,Product B,3699
2024-03-01,Product B,3776
2024-03-02,Product B,3000
2024-03-03,Product B,2575
2024-03-04,Product B,4128
2024-03-05,Product B,3905
2024-03-06,Product B,3920
2024-03-07,Product B,3654
2024-03-08,Product B,3305
2024-03-09,Product B,3038
2024-03-10,Product B,2820
2024-03-11,Product B,3839
2024-03-12,Product B,4025
2024-03-13,Product B,4079
2024-03-14,Product B,3545
2024-03-15,Product B,3709
2024-03-16,Product B,3063
2024-03-17,Product B,2581
2024-03-18,Product B,3999
2024-03-19,Product B,3785
2024-03-20,Product B,4117
2024-03-21,Product B,3883
2024-03-22,Product B,3542
2024-03-23,Product B,3152
2024-03-24,Product B,2682
2024-03-25,Product B,3822
2024-03-26,Product B,4144
2024-03-27,Product B,4298
2024-03-28,Product B,3729
2024-03-29,Product B,3902
2024-03-30,Product B,3071
2024-03-31,Product B,2907
2024-04-01,Product B,4054
2024-04-02,Product B,4062
2024-04-03,Product B,3929
2024-04-04,Product B,3978
2024-04-05,Product B,3711
2024-04-06,Product B,2588
2024-04-07,Product B,2893
2024-04-08,Product B,4231
2024-04-09,Product B,3675
2024-04-10,Product B,3918
2024-04-11,Product B,4110
2024-04-12,Product B,4352
2024-04-13,Product B,3051
2024-04-14,Product B,2743
2024-04-15,Product B,4033
2024-04-16,Product B,4477
2024-04-17,Product B,4013
2024-04-18,Product B,3845
2024-04-19,Product B,3867
2024-04-20,Product B,2915
2024-04-21,Product B,2875
2024-04-22,Product B,4416
2024-04-23,Product B,4270
2024-04-24,Product B,4107
2024-04-25,Product B,3958
2024-04-26,Product B,3662
2024-04-27,Product B,3203
2024-04-28,Product B,2852
2024-04-29,Product B,4054
2024-04-30,Product B,4880
2024-05-01,Product B,4226
2024-05-02,Product B,3868
2024-05-03,Product B,3890
2024-05-04,Product B,3245
2024-05-05,Product B,2880
2024-05-06,Product B,3796
2024-05-07,Product B,4400
2024-05-08,Product B,4022
2024-05-09,Product B,4392
2024-05-10,Product B,4184
2024-05-11,Product B,2995
2024-05-12,Product B,3041
2024-05-13,Product B,4095
2024-05-14,Product B,4375
2024-05-15,Product B,4250
2024-05-16,Product B,3834
2024-05-17,Product B,3830
2024-05-18,Product B,3210
2024-05-19,Product B,2800
2024-05-20,Product B,3983
2024-05-21,Product B,3979
2024-05-22,Product B,4218
2024-05-23,Product B,4396
2024-05-24,Product B,3727
2024-05-25,Product B,3041
2024-05-26,Product B,3032
2024-05-27,Product B,4026
2024-05-28,Product B,4247
2024-05-29,Product B,3887
2024-05-30,Product B,4043
2024-05-31,Product B,3874
2024-06-01,Product B,3164
2024-06-02,Product B,2978
2024-06-03,Product B,4531
2024-06-04,Product B,4240
2024-06-05,Product B,4138
2024-06-06,Product B,3964
2024-06-07,Product B,3809
2024-06-08,Product B,3040
2024-06-09,Product B,2745
2024-06-10,Product B,4008
2024-06-11,Product B,4351
2024-06-12,Product B,3830
2024-06-13,Product B,4108
2024-06-14,Product B,4090
2024-06-15,Product B,2941
2024-06-16,Product B,2464
2024-06-17,Product B,3812
2024-06-18,Product B,4299
2024-06-19,Product B,3983
2024-06-20,Product B,3650
2024-06-21,Product B,3697
2024-06-22,Product B,3046
2024-06-23,Product B,2797
2024-06-24,Product B,3837
2024-06-25,Product B,3913
2024-06-26,Product B,3859
2024-06-27,Product B,3618
2024-06-28,Product B,4046
2024-06-29,Product B,2838
2024-06-30,Product B,2850
2024-07-01,Product B,4121
2024-07-02,Product B,4128
2024-07-03,Product B,3798
2024-07-04,Product B,3815
2024-07-05,Product B,3685
2024-07-06,Product B,2714
2024-07-07,Product B,2690
2024-07-08,Product B,3551
2024-07-09,Product B,4102
2024-07-10,Product B,3734
2024-07-11,Product B,3719
2024-07-12,Product B,3684
2024-07-13,Product B,2762
2024-07-14,Product B,2682
2024-07-15,Product B,3625
2024-07-16,Product B,3977
2024-07-17,Product B,3508
2024-07-18,Product B,3645
2024-07-19,Product B,3920
2024-07-20,Product B,2614
2024-07-21,Product B,2476
2024-07-22,Product B,3746
2024-07-23,Product B,3781
2024-07-24,Product B,3763
2024-07-25,Product B,3648
2024-07-26,Product B,3624
2024-07-27,Product B,2855
2024-07-28,Product B,2570
2024-07-29,Product B,3546
2024-07-30,Product B,3806
2024-07-31,Product B,3979
2024-08-01,Product B,3476
2024-08-02,Product B,3283
2024-08-03,Product B,2805
2024-08-04,Product B,2459
2024-08-05,Product B,3143
2024-08-06,Product B,3770
2024-08-07,Product B,3474
2024-08-08,Product B,3421
2024-08-09,Product B,3446
2024-08-10,Product B,2635
2024-08-11,Product B,2516
2024-08-12,Product B,3388
2024-08-13,Product B,3644
2024-08-14,Product B,3461
2024-08-15,Product B,3501
2024-08-16,Product B,3433
2024-08-17,Product B,2444
2024-08-18,Product B,2517
2024-08-19,Product B,3311
2024-08-20,Product B,3632
2024-08-21,Product B,3508
2024-08-22,Product B,3622
2024-08-23,Product B,3236
2024-08-24,Product B,2476
2024-08-25,Product B,2344
2024-08-26,Product B,3293
2024-08-27,Product B,3568
2024-08-28,Product B,3113
2024-08-29,Product B,3089
2024-08-30,Product B,3046
2024-08-31,Product B,2596
2024-09-01,Product B,2505
2024-09-02,Product B,3272
2024-09-03,Product B,3346
2024-09-04,Product B,3343
2024-09-05,Product B,3395
2024-09-06,Product B,3019
2024-09-07,Product B,2468
2024-09-08,Product B,2382
2024-09-09,Product B,3319
2024-09-10,Product B,3355
2024-09-11,Product B,3445
2024-09-12,Product B,2734
2024-09-13,Product B,3225
2024-09-14,Product B,2325
2024-09-15,Product B,2034
2024-09-16,Product B,3274
2024-09-17,Product B,3502
2024-09-18,Product B,3214
2024-09-19,Product B,3267
2024-09-20,Product B,3326
2024-09-21,Product B,2528
2024-09-22,Product B,2391
2024-09-23,Product B,3269
2024-09-24,Product B,3249
2024-09-25,Product B,2941
2024-09-26,Product B,3043
2024-09-27,Product B,2914
2024-09-28,Product B,2600
2024-09-29,Product B,2166
2024-09-30,Product B,3137
2024-10-01,Product B,3291
2024-10-02,Product B,3171
2024-10-03,Product B,3309
2024-10-04,Product B,2919
2024-10-05,Product B,2346
2024-10-06,Product B,2085
2024-10-07,Product B,2887
2024-10-08,Product B,3079
2024-10-09,Product B,3133
2024-10-10,Product B,2962
2024-10-11,Product B,2887
2024-10-12,Product B,2145
2024-10-13,Product B,2142
2024-10-14,Product B,2840
2024-10-15,Product B,3276
2024-10-16,Product B,3134
2024-10-17,Product B,2791
2024-10-18,Product B,2929
2024-10-19,Product B,2209
2024-10-20,Product B,2176
2024-10-21,Product B,3264
2024-10-22,Product B,2850
2024-10-23,Product B,3128
2024-10-24,Product B,2978
2024-10-25,Product B,3067
2024-10-26,Product B,2315
2024-10-27,Product B,2057
2024-10-28,Product B,3005
2024-10-29,Product B,3016
2024-10-30,Product B,3275
2024-10-31,Product B,3004
2024-11-01,Product B,3250
2024-11-02,Product B,2284
2024-11-03,Product B,2063
2024-11-04,Product B,2826
2024-11-05,Product B,2862
2024-11-06,Product B,2867
2024-11-07,Product B,3047
2024-11-08,Product B,3050
2024-11-09,Product B,2116
2024-11-10,Product B,2242
2024-11-11,Product B,2994
2024-11-12,Product B,3181
2024-11-13,Product B,3379
2024-11-14,Product B,3156
2024-11-15,Product B,2949
2024-11-16,Product B,2207
2024-11-17,Product B,1926
2024-11-18,Product B,2975
2024-11-19,Product B,3144
2024-11-20,Product B,2992
2024-11-21,Product B,3022
2024-11-22,Product B,3023
2024-11-23,Product B,2302
2024-11-24,Product B,2105
2024-11-25,Product B,3139
2024-11-26,Product B,3276
2024-11-27,Product B,3003
2024-11-28,Product B,3287
2024-11-29,Product B,3026
2024-11-30,Product B,2353
2024-12-01,Product B,2276
2024-12-02,Product B,3182
2024-12-03,Product B,3395
2024-12-04,Product B,3258
2024-12-05,Product B,3011
2024-12-06,Product B,3132
2024-12-07,Product B,2244
2024-12-08,Product B,2237
2024-12-09,Product B,3180
2024-12-10,Product B,3248
2024-12-11,Product B,3233
2024-12-12,Product B,2851
2024-12-13,Product B,3033
2024-12-14,Product B,2424
2024-12-15,Product B,2275
2024-12-16,Product B,3065
2024-12-17,Product B,3541
2024-12-18,Product B,3159
2024-12-19,Product B,3349
2024-12-20,Product B,3234
2024-12-21,Product B,2371
2024-12-22,Product B,2495
2024-12-23,Product B,3086
2024-12-24,Product B,3539
2024-12-25,Product B,3523
2024-12-26,Product B,3138
2024-12-27,Product B,3443
2024-12-28,Product B,2460
2024-12-29,Product B,2364
2024-12-30,Product B,3381
2024-12-31,Product B,3418
2025-01-01,Product B,3543
2025-01-02,Product B,3426
2025-01-03,Product B,2981
2025-01-04,Product B,2693
2025-01-05,Product B,2169
2025-01-06,Product B,3564
2025-01-07,Product B,3691
2025-01-08,Product B,3277
2025-01-09,Product B,3286
2025-01-10,Product B,3142
2025-01-11,Product B,2547
2025-01-12,Product B,2372
2025-01-13,Product B,3586
2025-01-14,Product B,3792
2025-01-15,Product B,3777
2025-01-16,Product B,3321
2025-01-17,Product B,3353
2025-01-18,Product B,2402
2025-01-19,Product B,2356
2025-01-20,Product B,3686
2025-01-21,Product B,3919
2025-01-22,Product B,3375
2025-01-23,Product B,3378
2025-01-24,Product B,3448
2025-01-25,Product B,2710
2025-01-26,Product B,2399
2025-01-27,Product B,3658
2025-01-28,Product B,3606
2025-01-29,Product B,3662
2025-01-30,Product B,3644
2025-01-31,Product B,3518
2025-02-01,Product B,2663
2025-02-02,Product B,2533
2025-02-03,Product B,3632
2025-02-04,Product B,3693
2025-02-05,Product B,3684
2025-02-06,Product B,3901
2025-02-07,Product B,3682
2025-02-08,Product B,2731
2025-02-09,Product B,2684
2025-02-10,Product B,3653
2025-02-11,Product B,4055
2025-02-12,Product B,3869
2025-02-13,Product B,3657
2025-02-14,Product B,3726
2025-02-15,Product B,2599
2025-02-16,Product B,2490
2025-02-17,Product B,3554
2025-02-18,Product B,3924
2025-02-19,Product B,4199
2025-02-20,Product B,4156
2025-02-21,Product B,3825
2025-02-22,Product B,2940
2025-02-23,Product B,2441
2025-02-24,Product B,3737
2025-02-25,Product B,3804
2025-02-26,Product B,3805
2025-02-27,Product B,3767
2025-02-28,Product B,3676
2025-03-01,Product B,2625
2025-03-02,Product B,2826
2025-03-03,Product B,3691
2025-03-04,Product B,4068
2025-03-05,Product B,4399
2025-03-06,Product B,3678
2025-03-07,Product B,3337
2025-03-08,Product B,2913
2025-03-09,Product B,2916
2025-03-10,Product B,4343
2025-03-11,Product B,3826
2025-03-12,Product B,4141
2025-03-13,Product B,3817
2025-03-14,Product B,3851
2025-03-15,Product B,3390
2025-03-16,Product B,2589
2025-03-17,Product B,4057
2025-03-18,Product B,4224
2025-03-19,Product B,4312
2025-03-20,Product B,3974
2025-03-21,Product B,3977
2025-03-22,Product B,2969
2025-03-23,Product B,2869
2025-03-24,Product B,3981
2025-03-25,Product B,4302
2025-03-26,Product B,4057
2025-03-27,Product B,4071
2025-03-28,Product B,3951
2025-03-29,Product B,3231
2025-03-30,Product B,2851
2025-03-31,Product B,3726
2025-04-01,Product B,4476
2025-04-02,Product B,3982
2025-04-03,Product B,3899
2025-04-04,Product B,3872
2025-04-05,Product B,3296
2025-04-06,Product B,2573
2025-04-07,Product B,4767
2025-04-08,Product B,4466
2025-04-09,Product B,4248
2025-04-10,Product B,4048
2025-04-11,Product B,4075
2025-04-12,Product B,3185
2025-04-13,Product B,2993
2025-04-14,Product B,4260
2025-04-15,Product B,4285
2025-04-16,Product B,4182
2025-04-17,Product B,4049
2025-04-18,Product B,3997
2025-04-19,Product B,3295
2025-04-20,Product B,2998
2025-04-21,Product B,3550
2025-04-22,Product B,4423
2025-04-23,Product B,4280
2025-04-24,Product B,4089
2025-04-25,Product B,3970
2025-04-26,Product B,3302
2025-04-27,Product B,3057
2025-04-28,Product B,4010
2025-04-29,Product B,4378
2025-04-30,Product B,4039
2025-05-01,Product B,3816
2025-05-02,Product B,3926
2025-05-03,Product B,3264
2025-05-04,Product B,3060
2025-05-05,Product B,4279
2025-05-06,Product B,4446
2025-05-07,Product B,4354
2025-05-08,Product B,3965
2025-05-09,Product B,4138
2025-05-10,Product B,3251
2025-05-11,Product B,3027
2025-05-12,Product B,4413
2025-05-13,Product B,4434
2025-05-14,Product B,4310
2025-05-15,Product B,4306
2025-05-16,Product B,4034
2025-05-17,Product B,2979
2025-05-18,Product B,2884
2025-05-19,Product B,3996
2025-05-20,Product B,4123
